seasonNum,episodeNum,episodeTitle,sceneNum,sceneStart,sceneEnd,location,subLocation,name,time
5,6,"Unbowed, Unbent, Unbroken",17,30M 0S,30M 22S,Dorne,The Water Gardens,Doran Martell,22
5,6,"Unbowed, Unbent, Unbroken",17,30M 0S,30M 22S,Dorne,The Water Gardens,Areo Hotah,22
5,6,"Unbowed, Unbent, Unbroken",18,30M 22S,31M 14S,Dorne,NA,Jaime Lannister,52
5,6,"Unbowed, Unbent, Unbroken",18,30M 22S,31M 14S,Dorne,NA,Bronn,52
5,6,"Unbowed, Unbent, Unbroken",19,31M 14S,31M 27S,Dorne,The Water Gardens,Jaime Lannister,13
5,6,"Unbowed, Unbent, Unbroken",19,31M 14S,31M 27S,Dorne,The Water Gardens,Bronn,13
5,6,"Unbowed, Unbent, Unbroken",20,31M 27S,31M 51S,Dorne,The Water Gardens,Ellaria Sand,24
5,6,"Unbowed, Unbent, Unbroken",20,31M 27S,31M 51S,Dorne,The Water Gardens,Obara Sand,24
5,6,"Unbowed, Unbent, Unbroken",20,31M 27S,31M 51S,Dorne,The Water Gardens,Tyene Sand,24
5,6,"Unbowed, Unbent, Unbroken",20,31M 27S,31M 51S,Dorne,The Water Gardens,Nymeria Sand,24
5,6,"Unbowed, Unbent, Unbroken",21,31M 51S,32M 14S,Dorne,The Water Gardens,Obara Sand,23
5,6,"Unbowed, Unbent, Unbroken",21,31M 51S,32M 14S,Dorne,The Water Gardens,Tyene Sand,23
5,6,"Unbowed, Unbent, Unbroken",21,31M 51S,32M 14S,Dorne,The Water Gardens,Nymeria Sand,23
5,6,"Unbowed, Unbent, Unbroken",21,31M 51S,32M 14S,Dorne,The Water Gardens,Jaime Lannister,23
5,6,"Unbowed, Unbent, Unbroken",21,31M 51S,32M 14S,Dorne,The Water Gardens,Bronn,23
5,6,"Unbowed, Unbent, Unbroken",22,32M 14S,33M 7S,Dorne,The Water Gardens,Jaime Lannister,53
5,6,"Unbowed, Unbent, Unbroken",22,32M 14S,33M 7S,Dorne,The Water Gardens,Bronn,53
5,6,"Unbowed, Unbent, Unbroken",22,32M 14S,33M 7S,Dorne,The Water Gardens,Trystane Martell,53
5,6,"Unbowed, Unbent, Unbroken",22,32M 14S,33M 7S,Dorne,The Water Gardens,Myrcella Baratheon,53
5,6,"Unbowed, Unbent, Unbroken",23,33M 7S,34M 11S,Dorne,The Water Gardens,Jaime Lannister,64
5,6,"Unbowed, Unbent, Unbroken",23,33M 7S,34M 11S,Dorne,The Water Gardens,Bronn,64
5,6,"Unbowed, Unbent, Unbroken",23,33M 7S,34M 11S,Dorne,The Water Gardens,Trystane Martell,64
5,6,"Unbowed, Unbent, Unbroken",23,33M 7S,34M 11S,Dorne,The Water Gardens,Myrcella Baratheon,64
5,6,"Unbowed, Unbent, Unbroken",23,33M 7S,34M 11S,Dorne,The Water Gardens,Obara Sand,64
5,6,"Unbowed, Unbent, Unbroken",23,33M 7S,34M 11S,Dorne,The Water Gardens,Tyene Sand,64
5,6,"Unbowed, Unbent, Unbroken",23,33M 7S,34M 11S,Dorne,The Water Gardens,Nymeria Sand,64
5,6,"Unbowed, Unbent, Unbroken",24,34M 11S,35M 10S,Dorne,The Water Gardens,Jaime Lannister,59
5,6,"Unbowed, Unbent, Unbroken",24,34M 11S,35M 10S,Dorne,The Water Gardens,Bronn,59
5,6,"Unbowed, Unbent, Unbroken",24,34M 11S,35M 10S,Dorne,The Water Gardens,Trystane Martell,59
5,6,"Unbowed, Unbent, Unbroken",24,34M 11S,35M 10S,Dorne,The Water Gardens,Myrcella Baratheon,59
5,6,"Unbowed, Unbent, Unbroken",24,34M 11S,35M 10S,Dorne,The Water Gardens,Obara Sand,59
5,6,"Unbowed, Unbent, Unbroken",24,34M 11S,35M 10S,Dorne,The Water Gardens,Tyene Sand,59
5,6,"Unbowed, Unbent, Unbroken",24,34M 11S,35M 10S,Dorne,The Water Gardens,Nymeria Sand,59
5,6,"Unbowed, Unbent, Unbroken",24,34M 11S,35M 10S,Dorne,The Water Gardens,Areo Hotah,59
5,6,"Unbowed, Unbent, Unbroken",25,35M 10S,35M 22S,Dorne,The Water Gardens,Ellaria Sand,12
5,6,"Unbowed, Unbent, Unbroken",27,35M 30S,35M 40S,The Crownlands,Outside King's Landing,Olenna Tyrell,10
5,6,"Unbowed, Unbent, Unbroken",29,35M 46S,36M 19S,The Crownlands,King's Landing,Olenna Tyrell,33
5,6,"Unbowed, Unbent, Unbroken",29,35M 46S,36M 19S,The Crownlands,King's Landing,Margaery Tyrell,33
5,6,"Unbowed, Unbent, Unbroken",30,36M 19S,38M 43S,The Crownlands,King's Landing,Cersei Lannister,144
5,6,"Unbowed, Unbent, Unbroken",30,36M 19S,38M 43S,The Crownlands,King's Landing,Olenna Tyrell,144
5,6,"Unbowed, Unbent, Unbroken",31,38M 43S,41M 9S,The Crownlands,King's Landing,High Sparrow,146
5,6,"Unbowed, Unbent, Unbroken",31,38M 43S,41M 9S,The Crownlands,King's Landing,Loras Tyrell,146
5,6,"Unbowed, Unbent, Unbroken",31,38M 43S,41M 9S,The Crownlands,King's Landing,Olenna Tyrell,146
5,6,"Unbowed, Unbent, Unbroken",31,38M 43S,41M 9S,The Crownlands,King's Landing,Margaery Tyrell,146
5,6,"Unbowed, Unbent, Unbroken",31,38M 43S,41M 9S,The Crownlands,King's Landing,Tommen Baratheon,146
5,6,"Unbowed, Unbent, Unbroken",31,38M 43S,41M 9S,The Crownlands,King's Landing,Cersei Lannister,146
5,6,"Unbowed, Unbent, Unbroken",32,41M 9S,43M 11S,The Crownlands,King's Landing,High Sparrow,122
5,6,"Unbowed, Unbent, Unbroken",32,41M 9S,43M 11S,The Crownlands,King's Landing,Loras Tyrell,122
5,6,"Unbowed, Unbent, Unbroken",32,41M 9S,43M 11S,The Crownlands,King's Landing,Olenna Tyrell,122
5,6,"Unbowed, Unbent, Unbroken",32,41M 9S,43M 11S,The Crownlands,King's Landing,Margaery Tyrell,122
5,6,"Unbowed, Unbent, Unbroken",32,41M 9S,43M 11S,The Crownlands,King's Landing,Tommen Baratheon,122
5,6,"Unbowed, Unbent, Unbroken",32,41M 9S,43M 11S,The Crownlands,King's Landing,Cersei Lannister,122
5,6,"Unbowed, Unbent, Unbroken",32,41M 9S,43M 11S,The Crownlands,King's Landing,Olyvar,122
5,6,"Unbowed, Unbent, Unbroken",33,43M 11S,43M 36S,The North,Winterfell,Sansa Stark,25
5,6,"Unbowed, Unbent, Unbroken",34,43M 36S,46M 30S,The North,Winterfell,Sansa Stark,174
5,6,"Unbowed, Unbent, Unbroken",34,43M 36S,46M 30S,The North,Winterfell,Myranda,174
5,6,"Unbowed, Unbent, Unbroken",35,46M 30S,46M 41S,The North,Winterfell,Sansa Stark,11
5,6,"Unbowed, Unbent, Unbroken",36,46M 41S,47M 22S,The North,Winterfell,Sansa Stark,41
5,6,"Unbowed, Unbent, Unbroken",36,46M 41S,47M 22S,The North,Winterfell,Theon Greyjoy,41
5,6,"Unbowed, Unbent, Unbroken",37,47M 22S,48M 18S,The North,Winterfell,Sansa Stark,56
5,6,"Unbowed, Unbent, Unbroken",37,47M 22S,48M 18S,The North,Winterfell,Theon Greyjoy,56
5,6,"Unbowed, Unbent, Unbroken",38,48M 18S,50M 13S,The North,Winterfell,Sansa Stark,115
5,6,"Unbowed, Unbent, Unbroken",38,48M 18S,50M 13S,The North,Winterfell,Theon Greyjoy,115
5,6,"Unbowed, Unbent, Unbroken",38,48M 18S,50M 13S,The North,Winterfell,Roose Bolton,115
5,6,"Unbowed, Unbent, Unbroken",38,48M 18S,50M 13S,The North,Winterfell,Ramsay Snow,115
5,6,"Unbowed, Unbent, Unbroken",38,48M 18S,50M 13S,The North,Winterfell,Walda Bolton,115
5,6,"Unbowed, Unbent, Unbroken",38,48M 18S,50M 13S,The North,Winterfell,Myranda,115
5,6,"Unbowed, Unbent, Unbroken",39,50M 13S,54M 3S,The North,Winterfell,Sansa Stark,230
5,6,"Unbowed, Unbent, Unbroken",39,50M 13S,54M 3S,The North,Winterfell,Theon Greyjoy,230
5,6,"Unbowed, Unbent, Unbroken",39,50M 13S,54M 3S,The North,Winterfell,Ramsay Snow,230
5,7,The Gift,1,3M 39S,4M 41S,The Wall,Castle Black,Jon Snow,62
5,7,The Gift,1,3M 39S,4M 41S,The Wall,Castle Black,Alliser Thorne,62
5,7,The Gift,1,3M 39S,4M 41S,The Wall,Castle Black,Othell Yarwyck,62
5,7,The Gift,1,3M 39S,4M 41S,The Wall,Castle Black,Bowen Marsh,62
5,7,The Gift,1,3M 39S,4M 41S,The Wall,Castle Black,Tormund Giantsbane,62
5,7,The Gift,1,3M 39S,4M 41S,The Wall,Castle Black,Eddison Tollett,62
5,7,The Gift,1,3M 39S,4M 41S,The Wall,Castle Black,Olly,62
5,7,The Gift,2,4M 41S,5M 54S,The Wall,Castle Black,Jon Snow,73
5,7,The Gift,2,4M 41S,5M 54S,The Wall,Castle Black,Alliser Thorne,73
5,7,The Gift,2,4M 41S,5M 54S,The Wall,Castle Black,Samwell Tarly,73
5,7,The Gift,2,4M 41S,5M 54S,The Wall,Castle Black,Olly,73
5,7,The Gift,2,4M 41S,5M 54S,The Wall,Castle Black,Othell Yarwyck,73
5,7,The Gift,2,4M 41S,5M 54S,The Wall,Castle Black,Bowen Marsh,73
5,7,The Gift,2,4M 41S,5M 54S,The Wall,Castle Black,Tormund Giantsbane,73
5,7,The Gift,2,4M 41S,5M 54S,The Wall,Castle Black,Eddison Tollett,73
5,7,The Gift,3,5M 54S,5M 59S,The Wall,Castle Black,Alliser Thorne,5
5,7,The Gift,4,5M 59S,6M 55S,The Wall,Castle Black,Gilly,56
5,7,The Gift,4,5M 59S,6M 55S,The Wall,Castle Black,Baby Sam,56
5,7,The Gift,4,5M 59S,6M 55S,The Wall,Castle Black,Maester Aemon,56
5,7,The Gift,4,5M 59S,6M 55S,The Wall,Castle Black,Samwell Tarly,56
5,7,The Gift,5,6M 55S,7M 9S,The North,Winterfell,Theon Greyjoy,14
5,7,The Gift,6,7M 9S,9M 22S,The North,Winterfell,Theon Greyjoy,133
5,7,The Gift,6,7M 9S,9M 22S,The North,Winterfell,Sansa Stark,133
5,7,The Gift,7,9M 22S,9M 53S,The North,Winterfell,Theon Greyjoy,31
5,7,The Gift,8,9M 53S,10M 9S,The North,Winterfell,Theon Greyjoy,16
5,7,The Gift,8,9M 53S,10M 9S,The North,Winterfell,Ramsay Snow,16
5,7,The Gift,9,10M 9S,10M 17S,The North,Winterfell,Brienne of Tarth,8
5,7,The Gift,10,10M 17S,11M 30S,The Wall,Castle Black,Baby Sam,73
5,7,The Gift,10,10M 17S,11M 30S,The Wall,Castle Black,Maester Aemon,73
5,7,The Gift,10,10M 17S,11M 30S,The Wall,Castle Black,Samwell Tarly,73
5,7,The Gift,10,10M 17S,11M 30S,The Wall,Castle Black,Gilly,73
5,7,The Gift,11,11M 30S,13M 7S,The Wall,Castle Black,Maester Aemon,97
5,7,The Gift,11,11M 30S,13M 7S,The Wall,Castle Black,Samwell Tarly,97
5,7,The Gift,11,11M 30S,13M 7S,The Wall,Castle Black,Alliser Thorne,97
5,7,The Gift,11,11M 30S,13M 7S,The Wall,Castle Black,Gilly,97
5,7,The Gift,11,11M 30S,13M 7S,The Wall,Castle Black,Baby Sam,97
5,7,The Gift,11,11M 30S,13M 7S,The Wall,Castle Black,Bowen Marsh,97
5,7,The Gift,12,13M 7S,15M 38S,The North,Winterfell,Sansa Stark,151
5,7,The Gift,12,13M 7S,15M 38S,The North,Winterfell,Ramsay Snow,151
5,7,The Gift,13,15M 38S,16M 49S,The North,Winterfell,Sansa Stark,71
5,7,The Gift,13,15M 38S,16M 49S,The North,Winterfell,Ramsay Snow,71
5,7,The Gift,13,15M 38S,16M 49S,The North,Winterfell,Old Woman,71
5,7,The Gift,13,15M 38S,16M 49S,The North,Winterfell,Theon Greyjoy,71
5,7,The Gift,14,16M 49S,17M 22S,The North,Stannis Baratheon's Camp,Davos Seaworth,33
5,7,The Gift,15,17M 22S,18M 55S,The North,Stannis Baratheon's Camp,Davos Seaworth,93
5,7,The Gift,15,17M 22S,18M 55S,The North,Stannis Baratheon's Camp,Stannis Baratheon,93
5,7,The Gift,15,17M 22S,18M 55S,The North,Stannis Baratheon's Camp,Melisandre,93
5,7,The Gift,16,18M 55S,20M 54S,The North,Stannis Baratheon's Camp,Stannis Baratheon,119
5,7,The Gift,16,18M 55S,20M 54S,The North,Stannis Baratheon's Camp,Melisandre,119
5,7,The Gift,17,20M 54S,21M 41S,The Wall,Castle Black,Gilly,47
5,7,The Gift,17,20M 54S,21M 41S,The Wall,Castle Black,Derek,47
5,7,The Gift,17,20M 54S,21M 41S,The Wall,Castle Black,Brant,47
5,7,The Gift,18,21M 41S,23M 16S,The Wall,Castle Black,Gilly,95
5,7,The Gift,18,21M 41S,23M 16S,The Wall,Castle Black,Derek,95
5,7,The Gift,18,21M 41S,23M 16S,The Wall,Castle Black,Brant,95
5,7,The Gift,18,21M 41S,23M 16S,The Wall,Castle Black,Samwell Tarly,95
5,7,The Gift,19,23M 16S,23M 26S,The Wall,Castle Black,Gilly,10
5,7,The Gift,19,23M 16S,23M 26S,The Wall,Castle Black,Derek,10
5,7,The Gift,19,23M 16S,23M 26S,The Wall,Castle Black,Brant,10
5,7,The Gift,19,23M 16S,23M 26S,The Wall,Castle Black,Samwell Tarly,10
5,7,The Gift,19,23M 16S,23M 26S,The Wall,Castle Black,Ghost,10
5,7,The Gift,20,23M 26S,23M 47S,The Wall,Castle Black,Gilly,21
5,7,The Gift,20,23M 26S,23M 47S,The Wall,Castle Black,Samwell Tarly,21
5,7,The Gift,21,23M 47S,26M 40S,The Wall,Castle Black,Gilly,173
5,7,The Gift,21,23M 47S,26M 40S,The Wall,Castle Black,Samwell Tarly,173
5,7,The Gift,22,26M 40S,26M 55S,Meereen,Outside Meereen,Jorah Mormont,15
5,7,The Gift,22,26M 40S,26M 55S,Meereen,Outside Meereen,Tyrion Lannister,15
5,7,The Gift,23,26M 55S,29M 17S,Meereen,Outside Meereen,Jorah Mormont,142
5,7,The Gift,23,26M 55S,29M 17S,Meereen,Outside Meereen,Tyrion Lannister,142
5,7,The Gift,23,26M 55S,29M 17S,Meereen,Outside Meereen,Malko,142
5,7,The Gift,23,26M 55S,29M 17S,Meereen,Outside Meereen,Yezzan zo Qaggaz,142
5,7,The Gift,24,29M 17S,31M 52S,Meereen,NA,Daenerys Targaryen,155
5,7,The Gift,24,29M 17S,31M 52S,Meereen,NA,Daario Naharis,155
5,7,The Gift,26,31M 57S,35M 16S,The Crownlands,King's Landing,Olenna Tyrell,199
5,7,The Gift,26,31M 57S,35M 16S,The Crownlands,King's Landing,High Sparrow,199
5,7,The Gift,27,35M 16S,35M 30S,The Crownlands,King's Landing,Olenna Tyrell,14
5,7,The Gift,27,35M 16S,35M 30S,The Crownlands,King's Landing,Tyrell Guard,14
5,7,The Gift,28,35M 30S,38M 40S,The Crownlands,King's Landing,Tommen Baratheon,190
5,7,The Gift,28,35M 30S,38M 40S,The Crownlands,King's Landing,Cersei Lannister,190
5,7,The Gift,29,38M 40S,38M 56S,Dorne,The Water Gardens,Jaime Lannister,16
5,7,The Gift,29,38M 40S,38M 56S,Dorne,The Water Gardens,Areo Hotah,16
5,7,The Gift,29,38M 40S,38M 56S,Dorne,The Water Gardens,Myrcella Baratheon,16
5,7,The Gift,30,38M 56S,39M 57S,Dorne,The Water Gardens,Jaime Lannister,61
5,7,The Gift,30,38M 56S,39M 57S,Dorne,The Water Gardens,Myrcella Baratheon,61
5,7,The Gift,31,39M 57S,43M 41S,Dorne,The Water Gardens,Bronn,224
5,7,The Gift,31,39M 57S,43M 41S,Dorne,The Water Gardens,Obara Sand,224
5,7,The Gift,31,39M 57S,43M 41S,Dorne,The Water Gardens,Tyene Sand,224
5,7,The Gift,31,39M 57S,43M 41S,Dorne,The Water Gardens,Nymeria Sand,224
5,7,The Gift,32,43M 41S,44M 9S,The Crownlands,King's Landing,Petyr Baelish,28
5,7,The Gift,33,44M 9S,46M 0S,The Crownlands,King's Landing,Olenna Tyrell,111
5,7,The Gift,33,44M 9S,46M 0S,The Crownlands,King's Landing,Petyr Baelish,111
5,7,The Gift,34,46M 0S,47M 11S,Meereen,NA,Jorah Mormont,71
5,7,The Gift,34,46M 0S,47M 11S,Meereen,NA,Tyrion Lannister,71
5,7,The Gift,34,46M 0S,47M 11S,Meereen,NA,Yezzan zo Qaggaz,71
5,7,The Gift,35,47M 11S,47M 55S,Meereen,NA,Daenerys Targaryen,44
5,7,The Gift,35,47M 11S,47M 55S,Meereen,NA,Hizdahr zo Loraq,44
5,7,The Gift,35,47M 11S,47M 55S,Meereen,NA,Yezzan zo Qaggaz,44
5,7,The Gift,36,47M 55S,48M 15S,Meereen,NA,Jorah Mormont,20
5,7,The Gift,36,47M 55S,48M 15S,Meereen,NA,Tyrion Lannister,20
5,7,The Gift,37,48M 15S,48M 41S,Meereen,NA,Daenerys Targaryen,26
5,7,The Gift,37,48M 15S,48M 41S,Meereen,NA,Hizdahr zo Loraq,26
5,7,The Gift,37,48M 15S,48M 41S,Meereen,NA,Jorah Mormont,26
5,7,The Gift,38,48M 41S,49M 9S,Meereen,NA,Yezzan zo Qaggaz,28
5,7,The Gift,38,48M 41S,49M 9S,Meereen,NA,Daenerys Targaryen,28
5,7,The Gift,38,48M 41S,49M 9S,Meereen,NA,Hizdahr zo Loraq,28
5,7,The Gift,38,48M 41S,49M 9S,Meereen,NA,Jorah Mormont,28
5,7,The Gift,39,49M 9S,49M 24S,Meereen,NA,Jorah Mormont,15
5,7,The Gift,39,49M 9S,49M 24S,Meereen,NA,Tyrion Lannister,15
5,7,The Gift,40,49M 24S,51M 34S,Meereen,NA,Yezzan zo Qaggaz,130
5,7,The Gift,40,49M 24S,51M 34S,Meereen,NA,Daenerys Targaryen,130
5,7,The Gift,40,49M 24S,51M 34S,Meereen,NA,Hizdahr zo Loraq,130
5,7,The Gift,40,49M 24S,51M 34S,Meereen,NA,Jorah Mormont,130
5,7,The Gift,40,49M 24S,51M 34S,Meereen,NA,Tyrion Lannister,130
5,7,The Gift,41,51M 34S,54M 3S,The Crownlands,King's Landing,Cersei Lannister,149
5,7,The Gift,41,51M 34S,54M 3S,The Crownlands,King's Landing,Margaery Tyrell,149
5,7,The Gift,42,54M 3S,54M 11S,The Crownlands,King's Landing,Cersei Lannister,8
5,7,The Gift,43,54M 11S,58M 2S,The Crownlands,King's Landing,Cersei Lannister,231
5,7,The Gift,43,54M 11S,58M 2S,The Crownlands,King's Landing,High Sparrow,231
5,7,The Gift,44,58M 2S,58M 13S,The Crownlands,King's Landing,Cersei Lannister,11
5,7,The Gift,44,58M 2S,58M 13S,The Crownlands,King's Landing,High Sparrow,11
5,7,The Gift,44,58M 2S,58M 13S,The Crownlands,King's Landing,Lancel Lannister,11
5,7,The Gift,45,58M 13S,58M 42S,The Crownlands,King's Landing,Cersei Lannister,29
5,7,The Gift,45,58M 13S,58M 42S,The Crownlands,King's Landing,High Sparrow,29
5,7,The Gift,45,58M 13S,58M 42S,The Crownlands,King's Landing,Lancel Lannister,29
5,7,The Gift,45,58M 13S,58M 42S,The Crownlands,King's Landing,Septa Unella,29
5,7,The Gift,46,58M 42S,59M 14S,The Crownlands,King's Landing,Cersei Lannister,32
5,7,The Gift,46,58M 42S,59M 14S,The Crownlands,King's Landing,Septa Unella,32
5,8,Hardhome,1,3M 34S,8M 24S,Meereen,NA,Daenerys Targaryen,290
5,8,Hardhome,1,3M 34S,8M 24S,Meereen,NA,Missandei,290
5,8,Hardhome,1,3M 34S,8M 24S,Meereen,NA,Jorah Mormont,290
5,8,Hardhome,1,3M 34S,8M 24S,Meereen,NA,Tyrion Lannister,290
5,8,Hardhome,2,8M 24S,8M 53S,Meereen,NA,Jorah Mormont,29
5,8,Hardhome,3,8M 53S,9M 44S,The Crownlands,King's Landing,Septa Unella,51
5,8,Hardhome,3,8M 53S,9M 44S,The Crownlands,King's Landing,Cersei Lannister,51
5,8,Hardhome,4,9M 44S,9M 59S,Braavos,NA,Arya Stark,15
5,8,Hardhome,4,9M 44S,9M 59S,Braavos,NA,Jaqen H'ghar,15
5,8,Hardhome,5,9M 59S,10M 30S,Braavos,NA,Arya Stark,31
5,8,Hardhome,5,9M 59S,10M 30S,Braavos,NA,Lhara,31
5,8,Hardhome,6,10M 30S,10M 57S,Braavos,NA,Arya Stark,27
5,8,Hardhome,6,10M 30S,10M 57S,Braavos,NA,Jaqen H'ghar,27
5,8,Hardhome,7,10M 57S,12M 48S,Braavos,NA,Arya Stark,111
5,8,Hardhome,7,10M 57S,12M 48S,Braavos,NA,Thin Man,111
5,8,Hardhome,7,10M 57S,12M 48S,Braavos,NA,Braavosi Captain,111
5,8,Hardhome,8,12M 48S,14M 20S,Braavos,NA,Arya Stark,92
5,8,Hardhome,8,12M 48S,14M 20S,Braavos,NA,Jaqen H'ghar,92
5,8,Hardhome,9,14M 20S,14M 42S,Braavos,NA,The Waif,22
5,8,Hardhome,9,14M 20S,14M 42S,Braavos,NA,Jaqen H'ghar,22
5,8,Hardhome,10,14M 42S,17M 4S,The Crownlands,King's Landing,Cersei Lannister,142
5,8,Hardhome,10,14M 42S,17M 4S,The Crownlands,King's Landing,Qyburn,142
5,8,Hardhome,11,17M 4S,17M 29S,The Crownlands,King's Landing,Cersei Lannister,25
5,8,Hardhome,11,17M 4S,17M 29S,The Crownlands,King's Landing,Qyburn,25
5,8,Hardhome,11,17M 4S,17M 29S,The Crownlands,King's Landing,Septa Unella,25
5,8,Hardhome,12,17M 29S,20M 19S,The North,Winterfell,Theon Greyjoy,170
5,8,Hardhome,12,17M 29S,20M 19S,The North,Winterfell,Sansa Stark,170
5,8,Hardhome,13,20M 19S,21M 25S,The North,Winterfell,Roose Bolton,66
5,8,Hardhome,13,20M 19S,21M 25S,The North,Winterfell,Ramsay Snow,66
5,8,Hardhome,14,21M 25S,26M 40S,Meereen,NA,Tyrion Lannister,315
5,8,Hardhome,14,21M 25S,26M 40S,Meereen,NA,Daenerys Targaryen,315
5,8,Hardhome,15,26M 40S,26M 52S,Meereen,NA,Yezzan zo Qaggaz,12
5,8,Hardhome,16,26M 52S,27M 35S,Meereen,NA,Yezzan zo Qaggaz,43
5,8,Hardhome,16,26M 52S,27M 35S,Meereen,NA,Jorah Mormont,43
5,8,Hardhome,17,27M 35S,28M 30S,The Crownlands,King's Landing,Cersei Lannister,55
5,8,Hardhome,17,27M 35S,28M 30S,The Crownlands,King's Landing,Septa Unella,55
5,8,Hardhome,18,28M 30S,28M 48S,The Crownlands,King's Landing,Cersei Lannister,18
5,8,Hardhome,19,28M 48S,29M 36S,The Wall,Castle Black,Samwell Tarly,48
5,8,Hardhome,19,28M 48S,29M 36S,The Wall,Castle Black,Gilly,48
5,8,Hardhome,20,29M 36S,30M 7S,The Wall,Castle Black,Samwell Tarly,31
5,8,Hardhome,20,29M 36S,30M 7S,The Wall,Castle Black,Gilly,31
5,8,Hardhome,20,29M 36S,30M 7S,The Wall,Castle Black,Olly,31
5,8,Hardhome,21,30M 7S,31M 50S,The Wall,Castle Black,Samwell Tarly,103
5,8,Hardhome,21,30M 7S,31M 50S,The Wall,Castle Black,Olly,103
5,8,Hardhome,22,31M 50S,32M 27S,North of the Wall,Hardhome,Jon Snow,37
5,8,Hardhome,22,31M 50S,32M 27S,North of the Wall,Hardhome,Tormund Giantsbane,37
5,8,Hardhome,22,31M 50S,32M 27S,North of the Wall,Hardhome,Eddison Tollett,37
5,8,Hardhome,23,32M 27S,33M 25S,North of the Wall,Hardhome,Jon Snow,58
5,8,Hardhome,23,32M 27S,33M 25S,North of the Wall,Hardhome,Tormund Giantsbane,58
5,8,Hardhome,23,32M 27S,33M 25S,North of the Wall,Hardhome,Eddison Tollett,58
5,8,Hardhome,23,32M 27S,33M 25S,North of the Wall,Hardhome,Todder,58
5,8,Hardhome,24,33M 25S,34M 59S,North of the Wall,Hardhome,Jon Snow,94
5,8,Hardhome,24,33M 25S,34M 59S,North of the Wall,Hardhome,Tormund Giantsbane,94
5,8,Hardhome,24,33M 25S,34M 59S,North of the Wall,Hardhome,Eddison Tollett,94
5,8,Hardhome,24,33M 25S,34M 59S,North of the Wall,Hardhome,Rattleshirt,94
5,8,Hardhome,24,33M 25S,34M 59S,North of the Wall,Hardhome,Todder,94
5,8,Hardhome,25,34M 59S,35M 12S,North of the Wall,Hardhome,Jon Snow,13
5,8,Hardhome,25,34M 59S,35M 12S,North of the Wall,Hardhome,Tormund Giantsbane,13
5,8,Hardhome,25,34M 59S,35M 12S,North of the Wall,Hardhome,Eddison Tollett,13
5,8,Hardhome,25,34M 59S,35M 12S,North of the Wall,Hardhome,Todder,13
5,8,Hardhome,26,35M 12S,41M 32S,North of the Wall,Hardhome,Jon Snow,380
5,8,Hardhome,26,35M 12S,41M 32S,North of the Wall,Hardhome,Eddison Tollett,380
5,8,Hardhome,26,35M 12S,41M 32S,North of the Wall,Hardhome,Karsi,380
5,8,Hardhome,26,35M 12S,41M 32S,North of the Wall,Hardhome,Loboda,380
5,8,Hardhome,26,35M 12S,41M 32S,North of the Wall,Hardhome,Wun Wun,380
5,8,Hardhome,26,35M 12S,41M 32S,North of the Wall,Hardhome,Tormund Giantsbane,380
5,8,Hardhome,26,35M 12S,41M 32S,North of the Wall,Hardhome,Dim Dalba,380
5,8,Hardhome,27,41M 32S,43M 3S,North of the Wall,Hardhome,Tormund Giantsbane,91
5,8,Hardhome,27,41M 32S,43M 3S,North of the Wall,Hardhome,Jon Snow,91
5,8,Hardhome,27,41M 32S,43M 3S,North of the Wall,Hardhome,Karsi,91
5,8,Hardhome,27,41M 32S,43M 3S,North of the Wall,Hardhome,Johnna,91
5,8,Hardhome,27,41M 32S,43M 3S,North of the Wall,Hardhome,Willa,91
5,8,Hardhome,28,43M 3S,43M 35S,North of the Wall,Hardhome,Wun Wun,32
5,8,Hardhome,28,43M 3S,43M 35S,North of the Wall,Hardhome,Eddison Tollett,32
5,8,Hardhome,29,43M 35S,44M 50S,North of the Wall,Hardhome,Tormund Giantsbane,75
5,8,Hardhome,29,43M 35S,44M 50S,North of the Wall,Hardhome,Jon Snow,75
5,8,Hardhome,29,43M 35S,44M 50S,North of the Wall,Hardhome,Karsi,75
5,8,Hardhome,29,43M 35S,44M 50S,North of the Wall,Hardhome,Loboda,75
5,8,Hardhome,31,44M 58S,45M 20S,North of the Wall,Hardhome,Karsi,22
5,8,Hardhome,31,44M 58S,45M 20S,North of the Wall,Hardhome,Tormund Giantsbane,22
5,8,Hardhome,31,44M 58S,45M 20S,North of the Wall,Hardhome,Jon Snow,22
5,8,Hardhome,32,45M 20S,46M 9S,North of the Wall,Hardhome,Loboda,49
5,8,Hardhome,34,46M 18S,46M 27S,North of the Wall,Hardhome,Jon Snow,9
5,8,Hardhome,34,46M 18S,46M 27S,North of the Wall,Hardhome,Tormund Giantsbane,9
5,8,Hardhome,36,46M 36S,47M 2S,North of the Wall,Hardhome,Wun Wun,26
5,8,Hardhome,36,46M 36S,47M 2S,North of the Wall,Hardhome,Eddison Tollett,26
5,8,Hardhome,38,47M 20S,47M 23S,North of the Wall,Hardhome,Loboda,3
5,8,Hardhome,39,47M 23S,47M 30S,North of the Wall,Hardhome,Karsi,7
5,8,Hardhome,40,47M 30S,48M 28S,North of the Wall,Hardhome,Tormund Giantsbane,58
5,8,Hardhome,40,47M 30S,48M 28S,North of the Wall,Hardhome,Karsi,58
5,8,Hardhome,40,47M 30S,48M 28S,North of the Wall,Hardhome,Todder,58
5,8,Hardhome,40,47M 30S,48M 28S,North of the Wall,Hardhome,Jon Snow,58
