aff nom com,Climat_Velo_num,Commune,Depcom,nb réponses/1000 hab,A,A+,B,C,Catégorie,Commune,D,disparite,E,F,G,podium,LATITUDE,LONGITUDE,Avg. n_tot_valide_net,Avg. note_globale_moy,POPULATION
,F,Ferney-Voltaire (01),01160,11.829407492,,,,,[0-20 000[,Ferney-Voltaire (01),,moyenne,,F  défavorable,,non classé,46.251978924,6.108264038,109,2.376146789,1300995
,F,Évry-Courcouronnes (91),91228,1.024458958,,,,,[50 000-100 000[,Évry-Courcouronnes (91),,faible,,F  défavorable,,non classé,48.629483166,2.440082445,56,2.584642857,7379505
,F,Évreux (27),27229,4.233215403,,,,,[20 000-50 000[,Évreux (27),,faible,,F  défavorable,,non classé,49.02015421,1.141644125,200,2.535166667,6601365
,F,Escalquens (31),31169,7.930456001,,,,,[0-20 000[,Escalquens (31),,faible,,F  défavorable,,non classé,43.520912593,1.552432270,50,2.6004,885195
,F,Ermont (95),95219,2.026655675,,,,,[20 000-50 000[,Ermont (95),,faible,,F  défavorable,,non classé,48.98824217,2.256624437,57,2.445438596,3930120
,F,Épernay (51),51230,5.025125628,,,,,[20 000-50 000[,Épernay (51),,faible,,F  défavorable,,non classé,49.037000689,3.931446262,110,2.524909091,3116340
,F,Écully (69),69081,4.420622203,,,,,[0-20 000[,Écully (69),,faible,,F  défavorable,,non classé,45.782149947,4.772168118,77,2.520909091,2443095
,F,Dinan (22),22050,7.101673464,,,,,[0-20 000[,Dinan (22),,moyenne,,F  défavorable,,non classé,48.455770995,-2.048161497,91,2.450183150,1919970
,F,Digne-les-Bains (04),04070,3.706907204,,,,,[0-20 000[,Digne-les-Bains (04),,faible,,F  défavorable,,non classé,44.090872355,6.235903235,58,2.685114943,2185110
,F,Dieppe (76),76217,4.694994258,,,,,[20 000-50 000[,Dieppe (76),,faible,,F  défavorable,,non classé,49.922250395,1.086811684,131,2.625725191,3996810
,F,Dammarie-les-Lys (77),77152,2.329724544,,,,,[20 000-50 000[,Dammarie-les-Lys (77),,faible,,F  défavorable,,non classé,48.513833865,2.628543743,49,2.666598639,2955285
,F,Culoz (01),01138,15.067147068,,,,,[0-20 000[,Culoz (01),,moyenne,,F  défavorable,,non classé,45.855996684,5.783983089,44,2.586742424,412155
,F,Cugnaux (31),31157,9.228518373,,,,,[0-20 000[,Cugnaux (31),,faible,,F  défavorable,,non classé,43.544921124,1.342862238,158,2.596286920,2399085
,F,Crozon (29),29042,8.356545961,,,,,[0-20 000[,Crozon (29),,faible,,F  défavorable,,non classé,48.244971538,-4.491703478,60,2.482777778,1017765
,F,Croix (59),59163,3.478914955,,,,,[20 000-50 000[,Croix (59),,faible,,F  défavorable,,non classé,50.674068999,3.154640417,70,2.405523810,2871585
,F,Créteil (94),94028,0.984428137,,,,,[50 000-100 000[,Créteil (94),,faible,,F  défavorable,,non classé,48.783740184,2.454635304,85,2.454901961,12067920
,F,Craponne (69),69069,7.259365478,,,,,[0-20 000[,Craponne (69),,faible,,F  défavorable,,non classé,45.746285346,4.726723580,77,2.328225108,1506330
,F,Courbevoie (92),92026,3.169358786,,,,,[50 000-100 000[,Courbevoie (92),,faible,,F  défavorable,,non classé,48.898450477,2.255705873,248,2.691317204,11032200
,F,Coublevie (38),38133,13.710368466,,,,,[0-20 000[,Coublevie (38),,faible,,F  défavorable,,non classé,45.356770750,5.617934640,62,2.497043011,630180
,F,Cornebarrieu (31),31150,15.795123447,,,,,[0-20 000[,Cornebarrieu (31),,faible,,F  défavorable,,non classé,43.648626573,1.322429646,95,2.322491228,880335
,F,Conflans-Sainte-Honorine (78),78172,2.146650096,,,,,[20 000-50 000[,Conflans-Sainte-Honorine (78),,moyenne,,F  défavorable,,non classé,49.000100782,2.099071905,73,2.543789954,4779540
,F,Concarneau (29),29039,5.512968602,,,,,[0-20 000[,Concarneau (29),,faible,,F  défavorable,,non classé,47.896626000,-3.907168718,98,2.582721088,2571210
,F,Colombes (92),92025,3.221347578,,,,,[50 000-100 000[,Colombes (92),,faible,,F  défavorable,,non classé,48.922517915,2.246751606,267,2.610137328,11524680
,F,Cognac (16),16102,12.565501016,,,,,[0-20 000[,Cognac (16),,faible,,F  défavorable,,non classé,45.696232655,-0.335079418,221,2.398717949,2524770
,F,Cluny (71),71137,11.782032401,,,,,[0-20 000[,Cluny (71),,moyenne,,F  défavorable,,non classé,46.430362858,4.670332763,52,2.472628205,641655
,F,Clichy (92),92024,4.818917979,,,,,[50 000-100 000[,Clichy (92),,faible,,F  défavorable,,non classé,48.903535914,2.305752305,284,2.587112676,8152245
,F,Clamart (92),92023,4.854553762,,,,,[50 000-100 000[,Clamart (92),,moyenne,,F  défavorable,,non classé,48.796430679,2.254746529,211,2.639984202,7091280
,F,Claix (38),38111,7.597459210,,,,,[0-20 000[,Claix (38),,faible,,F  défavorable,,non classé,45.122417090,5.657073369,53,2.407547170,1083915
,F,Ciboure (64),64189,8.257900588,,,,,[0-20 000[,Ciboure (64),,faible,,F  défavorable,,non classé,43.374989249,-1.661337536,49,2.437482993,850095
,F,Cholet (49),49099,5.361331397,,,,,[50 000-100 000[,Cholet (49),,faible,,F  défavorable,,non classé,47.045440299,-0.877886190,278,2.492913669,7251930
,F,Choisy-le-Roi (94),94022,1.327334083,,,,,[20 000-50 000[,Choisy-le-Roi (94),,faible,,F  défavorable,,non classé,48.764315118,2.417425182,55,2.454,6000750
,F,Chenôve (21),21166,3.767569917,,,,,[0-20 000[,Chenôve (21),,faible,,F  défavorable,,non classé,47.292613672,5.004883535,47,2.358297872,1863270
,F,Chelles (77),77108,1.254705144,,,,,[50 000-100 000[,Chelles (77),,faible,,F  défavorable,,non classé,48.883962967,2.596864486,64,2.581927083,7316460
,F,Châteauroux (36),36044,2.608419525,,,,,[20 000-50 000[,Châteauroux (36),,faible,,F  défavorable,,non classé,46.802961783,1.693998120,113,2.433569322,5951880
,F,Châteaurenard (13),13027,7.707253886,,,,,[0-20 000[,Châteaurenard (13),,faible,,F  défavorable,,non classé,43.882470758,4.839900046,112,2.539404762,2084400
,F,Châteaubourg (35),35068,7.581175797,,,,,[0-20 000[,Châteaubourg (35),,faible,,F  défavorable,,non classé,48.120001247,-1.404020964,49,2.358367347,943785
,F,Charnay-lès-Mâcon (71),71105,8.078871697,,,,,[0-20 000[,Charnay-lès-Mâcon (71),,faible,,F  défavorable,,non classé,46.304185274,4.786938135,55,2.510666667,985905
,F,Charenton-le-Pont (94),94018,1.836065574,,,,,[20 000-50 000[,Charenton-le-Pont (94),,faible,,F  défavorable,,non classé,48.822808498,2.407609155,55,2.516363636,4117500
,F,Chalon-sur-Saône (71),71076,8.449588523,,,,,[20 000-50 000[,Chalon-sur-Saône (71),,faible,,F  défavorable,,non classé,46.790028879,4.851915550,355,2.581183099,6135210
,F,Cénac (33),33118,24.725274725,,,,,[0-20 000[,Cénac (33),,faible,,F  défavorable,,non classé,44.782694672,-0.456684448,45,2.535925926,245700
,F,Cavaillon (84),84035,2.529065378,,,,,[20 000-50 000[,Cavaillon (84),,faible,,F  défavorable,,non classé,43.850836183,5.036063009,63,2.481957672,3576420
,F,Castelnau-le-Lez (34),34057,10.749337903,,,,,[0-20 000[,Castelnau-le-Lez (34),,faible,,F  défavorable,,non classé,43.638021881,3.912654160,200,2.3162,2599695
,F,Castanet-Tolosan (31),31113,9.488544318,,,,,[0-20 000[,Castanet-Tolosan (31),,faible,,F  défavorable,,non classé,43.513616669,1.503837570,118,2.353954802,1750005
,F,Carpentras (84),84031,2.066260419,,,,,[20 000-50 000[,Carpentras (84),,faible,,F  défavorable,,non classé,44.059380256,5.061348448,55,2.376848485,3854790
,F,Cannes (06),06029,1.861042184,,,,,[50 000-100 000[,Cannes (06),,faible,,F  défavorable,,non classé,43.552620284,7.004275927,128,2.504635417,10010520
,F,Caluire-et-Cuire (69),69034,5.196318304,,,,,[20 000-50 000[,Caluire-et-Cuire (69),,faible,,F  défavorable,,non classé,45.797405365,4.851248571,195,2.398786325,5793525
,F,Calais (62),62193,4.227906853,,,,,[50 000-100 000[,Calais (62),,faible,,F  défavorable,,non classé,50.950207275,1.875755661,303,2.463828383,10122030
,F,Cahors (46),46042,3.504251482,,,,,[0-20 000[,Cahors (46),,faible,,F  défavorable,,non classé,44.450737092,1.440758378,66,2.572828283,2619675
,F,Cabriès (13),13019,6.695508859,,,,,[0-20 000[,Cabriès (13),,faible,,F  défavorable,,non classé,43.449642192,5.349766640,62,2.415161290,1310580
,F,Brunstatt-Didenheim (68),68056,7.133757962,,,,,[0-20 000[,Brunstatt-Didenheim (68),,faible,,F  défavorable,,non classé,47.715130037,7.326545961,53,2.521823899,1059750
,F,Brunoy (91),91114,2.456342353,,,,,[20 000-50 000[,Brunoy (91),,faible,,F  défavorable,,non classé,48.696439629,2.503947533,58,2.678160920,3517425
,F,Brive-la-Gaillarde (19),19031,8.658837546,,,,,[20 000-50 000[,Brive-la-Gaillarde (19),,faible,,F  défavorable,,non classé,45.143583066,1.519368361,351,2.536087369,6345540
,F,Brignais (69),69027,5.947625388,,,,,[0-20 000[,Brignais (69),,faible,,F  défavorable,,non classé,45.678117475,4.752687880,66,2.699090909,1520775
,F,Bressuire (79),79049,4.461767270,,,,,[0-20 000[,Bressuire (79),,faible,,F  défavorable,,non classé,46.854575568,-0.479375922,82,2.430121951,2632365
,F,Boulogne-sur-Mer (62),62160,2.783844105,,,,,[20 000-50 000[,Boulogne-sur-Mer (62),,faible,,F  défavorable,,non classé,50.727133266,1.607563348,114,2.532807018,5625315
,F,Boulogne-Billancourt (92),92012,3.251285052,,,,,[100 000-200 000[,Boulogne-Billancourt (92),,moyenne,,F  défavorable,,non classé,48.836584314,2.239135991,378,2.567892416,16152075
,F,Bonchamp-lès-Laval (53),53034,17.652992603,,,,,[0-20 000[,Bonchamp-lès-Laval (53),,faible,,F  défavorable,,non classé,48.067608658,-0.698304871,97,2.537835052,802980
,F,Bois-Colombes (92),92009,4.766444233,,,,,[20 000-50 000[,Bois-Colombes (92),,faible,,F  défavorable,,non classé,48.915336843,2.267385526,131,2.400585242,3823605
,F,Bischheim (67),67043,3.841676368,,,,,[0-20 000[,Bischheim (67),,faible,,F  défavorable,,non classé,48.621531606,7.758642825,62,2.587634409,2319300
,F,Biot (06),06018,7.343941248,,,,,[0-20 000[,Biot (06),,faible,,F  défavorable,,non classé,43.627655814,7.083186129,68,2.526078431,1323540
,F,Bezons (95),95063,3.589177250,,,,,[20 000-50 000[,Bezons (95),,faible,,F  défavorable,,non classé,48.925981013,2.211333878,96,2.511909722,3911760
,F,Beynost (01),01043,15.360983103,,,,,[0-20 000[,Beynost (01),,faible,,F  défavorable,,non classé,45.839032545,4.997380022,70,2.591666667,615195
,F,Béthune (62),62119,7.385055189,,,,,[20 000-50 000[,Béthune (62),,faible,,F  défavorable,,non classé,50.528892258,2.642423793,180,2.534351852,3400110
,F,Belley (01),01034,13.796123946,,,,,[0-20 000[,Belley (01),,faible,,F  défavorable,,non classé,45.749469781,5.684123655,122,2.602431694,1232955
,F,Beauvais (60),60057,4.551945734,,,,,[50 000-100 000[,Beauvais (60),,moyenne,,F  défavorable,,non classé,49.436552332,2.086161237,245,2.609238095,7562700
,F,Beaune (21),21054,2.125300314,,,,,[20 000-50 000[,Beaune (21),,faible,,F  défavorable,,non classé,47.025518937,4.837679860,41,2.303089431,2921940
,F,Bayonne (64),64102,4.902251478,,,,,[50 000-100 000[,Bayonne (64),,faible,,F  défavorable,,non classé,43.492225402,-1.466076744,237,2.610872011,6829515
,F,Bar-le-Duc (55),55029,4.664608107,,,,,[0-20 000[,Bar-le-Duc (55),,faible,,F  défavorable,,non classé,48.764228046,5.163464922,64,2.501302083,2054835
,F,Baisieux (59),59044,14.315789474,,,,,[0-20 000[,Baisieux (59),,faible,,F  défavorable,,non classé,50.611171887,3.241219074,67,2.676666667,641250
,F,Bailly (78),78043,18.295870361,,,,,[0-20 000[,Bailly (78),,faible,,F  défavorable,,non classé,48.836689690,2.080678096,66,2.569494949,516510
,F,Bailleul (59),59043,6.704914633,,,,,[0-20 000[,Bailleul (59),,faible,,F  défavorable,,non classé,50.727425280,2.737991208,94,2.444078014,1953045
,F,Bagneux (92),92007,2.137665669,,,,,[20 000-50 000[,Bagneux (92),,faible,,F  défavorable,,non classé,48.798322987,2.309899952,81,2.530493827,5368005
,F,Baden (56),56008,12.568555759,,,,,[0-20 000[,Baden (56),,moyenne,,F  défavorable,,non classé,47.614993273,-2.903837715,51,2.495424837,590760
,F,Autun (71),71014,5.690215785,,,,,[0-20 000[,Autun (71),,faible,,F  défavorable,,non classé,46.945536773,4.310600695,75,2.667866667,1826820
,F,Auray (56),56007,10.024145753,,,,,[0-20 000[,Auray (56),,faible,,F  défavorable,,non classé,47.667705737,-2.990411122,134,2.464651741,1845045
,F,Auch (32),32013,5.597187529,,,,,[20 000-50 000[,Auch (32),,faible,,F  défavorable,,non classé,43.653430041,0.575190250,120,2.646972222,2918430
,F,Aubière (63),63014,6.578301424,,,,,[0-20 000[,Aubière (63),,faible,,F  défavorable,,non classé,45.751055839,3.126134119,67,2.477014925,1374975
,F,Aubenas (07),07019,4.348182788,,,,,[0-20 000[,Aubenas (07),,faible,,F  défavorable,,non classé,44.610212708,4.396389814,52,2.432307692,1645515
,F,Asnières-sur-Seine (92),92004,2.535679806,,,,,[50 000-100 000[,Asnières-sur-Seine (92),,faible,,F  défavorable,,non classé,48.915353012,2.288038466,212,2.632232704,11606355
,F,Arles (13),13004,7.037856859,,,,,[50 000-100 000[,Arles (13),,faible,,F  défavorable,,non classé,43.546869238,4.662156426,355,2.304272300,7135695
,F,Annonay (07),07010,5.588942308,,,,,[0-20 000[,Annonay (07),,moyenne,,F  défavorable,,non classé,45.246090239,4.650269473,90,2.512888889,2246400
,F,Angoulême (16),16015,3.505425063,,,,,[20 000-50 000[,Angoulême (16),,faible,,F  défavorable,,non classé,45.647258515,0.145144907,141,2.627683215,5661225
,F,Anglet (64),64024,3.284794248,,,,,[20 000-50 000[,Anglet (64),,faible,,F  défavorable,,non classé,43.491784659,-1.516233734,120,2.535027778,5219505
,F,Andrésy (78),78015,4.023522129,,,,,[0-20 000[,Andrésy (78),,faible,,F  défavorable,,non classé,48.981545438,2.050257469,49,2.597551020,1744740
,F,Amiens (80),80021,7.364210684,,,,,[100 000-200 000[,Amiens (80),,faible,,F  défavorable,,non classé,49.900953219,2.290074455,936,2.495612536,18056925
,F,Alfortville (94),94002,3.714168528,,,,,[20 000-50 000[,Alfortville (94),,moyenne,,F  défavorable,,non classé,48.796084386,2.421245932,157,2.536900212,5924610
,F,Aix-en-Provence (13),13001,5.810944995,,,,,[100 000-200 000[,Aix-en-Provence (13),,faible,,F  défavorable,,non classé,43.536070838,5.398574446,792,2.396763468,19305810
,F,Achères (78),78005,3.265619747,,,,,[20 000-50 000[,Achères (78),,faible,,F  défavorable,,non classé,48.971799089,2.090038718,64,2.423020833,2811105
,F,Abbeville (80),80001,2.711893590,,,,,[20 000-50 000[,Abbeville (80),,faible,,F  défavorable,,non classé,50.108358294,1.832091702,62,2.430376344,3136185
,E,Weyersheim (67),67529,24.287856072,,,,,[0-20 000[,Weyersheim (67),,moyenne,E  plutôt défavorable,,,non classé,48.716532823,7.830889918,78,2.793376068,450225
,E,Vitré (35),35360,9.058376202,,,,,[0-20 000[,Vitré (35),,faible,E  plutôt défavorable,,,non classé,48.114081506,-1.193707207,159,2.710062893,2414340
,E,Villeurbanne (69),69266,6.817922547,,,,,[100 000-200 000[,Villeurbanne (69),,faible,E  plutôt défavorable,,,non classé,45.770770418,4.888458174,989,3.026103809,20117565
,E,Villeneuve-Tolosane (31),31588,5.395112663,,,,,[0-20 000[,Villeneuve-Tolosane (31),,moyenne,E  plutôt défavorable,,,non classé,43.526670718,1.346488076,49,3.005578231,1276155
,E,Villeneuve-d'Ascq (59),59009,4.955258347,,,,,[50 000-100 000[,Villeneuve-d'Ascq (59),,faible,E  plutôt défavorable,,,non classé,50.632437239,3.153525722,299,3.087056856,8418330
,E,Ville-d'Avray (92),92077,5.213311322,,,,,[0-20 000[,Ville-d'Avray (92),,moyenne,E  plutôt défavorable,,,non classé,48.821589559,2.177613115,55,2.879272727,1553715
,E,Village-Neuf (68),68349,14.847984916,,,,,[0-20 000[,Village-Neuf (68),,faible,E  plutôt défavorable,,,non classé,47.609920071,7.568360215,62,2.941451613,572805
,E,Vertou (44),44215,2.798863492,,,,,[20 000-50 000[,Vertou (44),,faible,E  plutôt défavorable,,,non classé,47.160373262,-1.470522917,64,2.762135417,3183435
,E,Verrières-le-Buisson (91),91645,7.127121939,,,,,[0-20 000[,Verrières-le-Buisson (91),,faible,E  plutôt défavorable,,,non classé,48.75044312,2.251712972,107,2.929563863,2083590
,E,Verdun (55),55545,2.958745045,,,,,[0-20 000[,Verdun (55),,forte,E  plutôt défavorable,,,non classé,49.145483190,5.361418213,50,2.908133333,2418255
,E,Vénissieux (69),69259,1.085543919,,,,,[50 000-100 000[,Vénissieux (69),,faible,E  plutôt défavorable,,,non classé,45.703772883,4.881376682,69,2.754347826,8829675
,E,Vendôme (41),41269,8.029721956,,,,,[0-20 000[,Vendôme (41),,faible,E  plutôt défavorable,,,non classé,47.801302669,1.061060572,128,2.826536458,2252880
,E,Vélizy-Villacoublay (78),78640,3.253241623,,,,,[20 000-50 000[,Vélizy-Villacoublay (78),,faible,E  plutôt défavorable,,,non classé,48.783985823,2.197074855,67,2.920099502,2904795
,E,Vanves (92),92075,3.339797457,,,,,[20 000-50 000[,Vanves (92),,moyenne,E  plutôt défavorable,,,non classé,48.821522709,2.287394908,92,2.979166667,3759210
,E,Vannes (56),56260,6.182118832,,,,,[50 000-100 000[,Vannes (56),,faible,E  plutôt défavorable,,,non classé,47.659749377,-2.757143295,315,2.905407407,7184430
,E,Vandoeuvre-lès-Nancy (54),54547,2.385527798,,,,,[20 000-50 000[,Vandoeuvre-lès-Nancy (54),,moyenne,E  plutôt défavorable,,,non classé,48.657999936,6.165312293,70,2.785571429,4074570
,E,Tours (37),37261,7.952257167,,,,,[100 000-200 000[,Tours (37),,faible,E  plutôt défavorable,,,non classé,47.398638228,0.696526376,1055,3.032587678,18436275
,E,Toulouse (31),31555,9.923481085,,,,,[200 000 et plus,Toulouse (31),,moyenne,E  plutôt défavorable,,,8ème / 11de la catégorie,43.596381430,1.431672934,4531,2.883019937,64184130
,E,Tonnay-Charente (17),17449,7.759699625,,,,,[0-20 000[,Tonnay-Charente (17),,faible,E  plutôt défavorable,,,non classé,45.963376645,-0.874412067,59,2.936949153,1078650
,E,Thouaré-sur-Loire (44),44204,7.056657803,,,,,[0-20 000[,Thouaré-sur-Loire (44),,faible,E  plutôt défavorable,,,non classé,47.276325687,-1.431621982,64,2.71125,1320030
,E,Thorigné-Fouillard (35),35334,7.359050445,,,,,[0-20 000[,Thorigné-Fouillard (35),,faible,E  plutôt défavorable,,,non classé,48.156608290,-1.584098676,59,2.914067797,1137375
,E,Thionville (57),57672,2.956684571,,,,,[20 000-50 000[,Thionville (57),,faible,E  plutôt défavorable,,,non classé,49.375971620,6.129283142,119,2.893781513,5479110
,E,Talence (33),33522,4.869825810,,,,,[20 000-50 000[,Talence (33),,faible,E  plutôt défavorable,,,non classé,44.806081751,-0.591124593,201,3.048325041,5766120
,E,Sèvres (92),92072,3.674762408,,,,,[20 000-50 000[,Sèvres (92),,faible,E  plutôt défavorable,,,non classé,48.821476509,2.210522974,79,2.751940928,3196125
,E,Sèvremoine (49),49301,3.309839960,,,,,[20 000-50 000[,Sèvremoine (49),,faible,E  plutôt défavorable,,,non classé,47.125656039,-0.998341815,80,2.884791667,3466935
,E,Schiltigheim (67),67447,9.745056741,,,,,[20 000-50 000[,Schiltigheim (67),,faible,E  plutôt défavorable,,,non classé,48.611866026,7.744081993,302,2.888918322,4294485
,E,Saverne (67),67437,9.864586136,,,,,[0-20 000[,Saverne (67),,faible,E  plutôt défavorable,,,non classé,48.740225007,7.342062382,108,2.911604938,1505385
,E,Sautron (44),44194,5.938092230,,,,,[0-20 000[,Sautron (44),,faible,E  plutôt défavorable,,,non classé,47.273226935,-1.680472659,45,3.099555556,1068525
,E,Saumur (49),49328,2.654377880,,,,,[20 000-50 000[,Saumur (49),,faible,E  plutôt défavorable,,,non classé,47.267385352,-0.083041059,71,3.098544601,3661875
,E,Saujon (17),17421,9.745231797,,,,,[0-20 000[,Saujon (17),,moyenne,E  plutôt défavorable,,,non classé,45.675441719,-0.936728981,66,3.090404040,969705
,E,Sassenage (38),38474,5.979599015,,,,,[0-20 000[,Sassenage (38),,moyenne,E  plutôt défavorable,,,non classé,45.213096264,5.652421073,65,3.091794872,1535220
,E,Saintes (17),17415,10.609347269,,,,,[20 000-50 000[,Saintes (17),,faible,E  plutôt défavorable,,,non classé,45.742230016,-0.649623036,255,2.922392157,3422925
,E,Sainte-Foy-lès-Lyon (69),69202,6.592407365,,,,,[20 000-50 000[,Sainte-Foy-lès-Lyon (69),,faible,E  plutôt défavorable,,,non classé,45.735978140,4.793431739,142,2.752699531,2969325
,E,Saint-Sulpice-la-Pointe (81),81271,14.439220954,,,,,[0-20 000[,Saint-Sulpice-la-Pointe (81),,moyenne,E  plutôt défavorable,,,non classé,43.758988516,1.686599978,122,2.938387978,1206090
,E,Saint-Sébastien-sur-Loire (44),44190,6.921702888,,,,,[20 000-50 000[,Saint-Sébastien-sur-Loire (44),,faible,E  plutôt défavorable,,,non classé,47.203102479,-1.499204274,184,2.975289855,3627720
,E,Saint-Rémy-lès-Chevreuse (78),78575,7.948717949,,,,,[0-20 000[,Saint-Rémy-lès-Chevreuse (78),,faible,E  plutôt défavorable,,,non classé,48.703873758,2.078989250,61,3.063114754,1053000
,E,Saint-Rémy-de-Provence (13),13100,10.195588847,,,,,[0-20 000[,Saint-Rémy-de-Provence (13),,faible,E  plutôt défavorable,,,non classé,43.783424902,4.853666653,96,3.062048611,1297620
,E,Saint-Priest (69),69290,1.919553268,,,,,[20 000-50 000[,Saint-Priest (69),,faible,E  plutôt défavorable,,,non classé,45.701466556,4.948820717,87,2.810651341,6188940
,E,Saint-Omer (62),62765,5.054351589,,,,,[0-20 000[,Saint-Omer (62),,faible,E  plutôt défavorable,,,non classé,50.767978172,2.263348815,71,2.767370892,1949805
,E,Saint-Maur-des-Fossés (94),94068,3.912248141,,,,,[50 000-100 000[,Saint-Maur-des-Fossés (94),,forte,E  plutôt défavorable,,,non classé,48.799067780,2.493864505,269,2.915600991,10110555
,E,Saint-Louis (68),68297,5.813390175,,,,,[20 000-50 000[,Saint-Louis (68),,moyenne,E  plutôt défavorable,,,non classé,47.601655337,7.540618727,120,3.096194444,2786670
,E,Saint-Jean-du-Gard (30),30269,20.626735422,,,,,[0-20 000[,Saint-Jean-du-Gard (30),,faible,E  plutôt défavorable,,,non classé,44.107175038,3.877859060,52,2.752051282,340335
,E,Saint-Jean-de-Braye (45),45284,3.140950137,,,,,[20 000-50 000[,Saint-Jean-de-Braye (45),,faible,E  plutôt défavorable,,,non classé,47.917849762,1.972415702,63,2.861798942,2750760
,E,Saint-Gély-du-Fesc (34),34255,8.253515386,,,,,[0-20 000[,Saint-Gély-du-Fesc (34),,faible,E  plutôt défavorable,,,non classé,43.689652367,3.809695775,79,3.010970464,1324890
,E,Saint-Évarzec (29),29247,14.124293785,,,,,[0-20 000[,Saint-Évarzec (29),,moyenne,E  plutôt défavorable,,,non classé,47.954169430,-4.009840480,46,2.974855072,477900
,E,Saint-Brieuc (22),22278,11.266917043,,,,,[20 000-50 000[,Saint-Brieuc (22),,faible,E  plutôt défavorable,,,non classé,48.514980605,-2.761545528,485,2.894591065,6074865
,E,Saint-Avertin (37),37208,4.870563117,,,,,[0-20 000[,Saint-Avertin (37),,faible,E  plutôt défavorable,,,non classé,47.357156112,0.737544440,65,2.774153846,2023380
,E,Saint-Aubin-du-Cormier (35),35253,16.027325276,,,,,[0-20 000[,Saint-Aubin-du-Cormier (35),,faible,E  plutôt défavorable,,,non classé,48.258549965,-1.421364624,61,2.943879781,513810
,E,Rueil-Malmaison (92),92063,5.626958245,,,,,[50 000-100 000[,Rueil-Malmaison (92),,faible,E  plutôt défavorable,,,non classé,48.869189737,2.177340631,429,2.936324786,10556325
,E,Royan (17),17306,11.757021555,,,,,[0-20 000[,Royan (17),,faible,E  plutôt défavorable,,,non classé,45.634657424,-1.017914034,209,2.838803828,2480220
,E,Rouen (76),76540,7.183268705,,,,,[100 000-200 000[,Rouen (76),,faible,E  plutôt défavorable,,,non classé,49.441346010,1.092567843,759,2.873315766,14865795
,E,Ronchin (59),59507,7.706826046,,,,,[0-20 000[,Ronchin (59),,faible,E  plutôt défavorable,,,non classé,50.604473895,3.091685855,144,3.023263889,2574990
,E,Rochefort (17),17299,13.432028943,,,,,[20 000-50 000[,Rochefort (17),,faible,E  plutôt défavorable,,,non classé,45.943234454,-0.972356446,314,3.013885350,3246345
,E,Riedisheim (68),68271,5.044341388,,,,,[0-20 000[,Riedisheim (68),,faible,E  plutôt défavorable,,,non classé,47.739693150,7.365820561,60,3.077111111,1659285
,E,Redon (35),35236,11.362357971,,,,,[0-20 000[,Redon (35),,faible,E  plutôt défavorable,,,non classé,47.660973433,-2.080085687,99,2.940808081,1200015
,E,Prévessin-Moëns (01),01313,9.886121887,,,,,[0-20 000[,Prévessin-Moëns (01),,moyenne,E  plutôt défavorable,,,non classé,46.258272280,6.072232519,77,2.858658009,1078785
,E,Pont-Sainte-Maxence (60),60509,5.613472334,,,,,[0-20 000[,Pont-Sainte-Maxence (60),,faible,E  plutôt défavorable,,,non classé,49.304971173,2.607980856,66,3.089494949,1683450
,E,Poitiers (86),86194,7.435113289,,,,,[50 000-100 000[,Poitiers (86),,moyenne,E  plutôt défavorable,,,non classé,46.583920773,0.359947653,630,2.780428571,11874735
,E,Ploufragan (22),22215,6.229163011,,,,,[0-20 000[,Ploufragan (22),,faible,E  plutôt défavorable,,,non classé,48.487748297,-2.808516309,65,2.930512821,1538730
,E,Pertuis (84),84089,3.426868637,,,,,[20 000-50 000[,Pertuis (84),,faible,E  plutôt défavorable,,,non classé,43.687235746,5.520524803,67,3.006218905,2718225
,E,Périgueux (24),24322,2.106178122,,,,,[20 000-50 000[,Périgueux (24),,faible,E  plutôt défavorable,,,non classé,45.191870487,0.711825550,58,2.948735632,4038120
,E,Pau (64),64445,8.388240929,,,,,[50 000-100 000[,Pau (64),,faible,E  plutôt défavorable,,,non classé,43.320018977,-0.350337918,625,2.923216,10428885
,E,Pantin (93),93055,3.397058292,,,,,[50 000-100 000[,Pantin (93),,faible,E  plutôt défavorable,,,non classé,48.898309388,2.408721475,182,2.763827839,7471170
,E,Palaiseau (91),91477,5.978898007,,,,,[20 000-50 000[,Palaiseau (91),,faible,E  plutôt défavorable,,,non classé,48.714676588,2.228814881,199,3.010284757,4606200
,E,Pacé (35),35210,4.505270316,,,,,[0-20 000[,Pacé (35),,faible,E  plutôt défavorable,,,non classé,48.152548244,-1.777166438,51,2.882352941,1588140
,E,Oyonnax (01),01283,4.122523161,,,,,[20 000-50 000[,Oyonnax (01),,faible,E  plutôt défavorable,,,non classé,46.260543586,5.653443209,92,3.073695652,3045465
,E,Oullins (69),69149,8.675316838,,,,,[20 000-50 000[,Oullins (69),,faible,E  plutôt défavorable,,,non classé,45.714966554,4.802994538,224,3.002589286,3579120
,E,Ouistreham (14),14488,5.813315784,,,,,[0-20 000[,Ouistreham (14),,moyenne,E  plutôt défavorable,,,non classé,49.274528011,-0.257718318,51,2.958692810,1230795
,E,Orsay (91),91471,6.115841228,,,,,[0-20 000[,Orsay (91),,faible,E  plutôt défavorable,,,non classé,48.700409395,2.187370512,101,2.800264026,2251530
